city,country,HotelName,latitude,longitude,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,has_airport,is_short_trip,is_one_week,temp_avg_yearly,budget_level_encoded,HotelRating_encoded,rating_was_unknown,region_africa,region_asia,region_europe,region_middle_east,region_north_america,region_oceania,region_south_america
Luxor,Egypt,Eatabe Luxor Hotel,25.702096,32.647186,5,3,3,1,2,4,2,3,3,1,1,1,26.383333333333336,1,4.0,0,True,False,False,False,False,False,False
Siwa Oasis,Egypt,Taziry Ecolodge,29.215497900000003,25.468972583438237,4,3,5,1,1,3,4,1,5,0,1,0,22.65833333333333,1,3.0,0,True,False,False,False,False,False,False
Mombasa,Kenya,Neptune Village Beach Resort & Spa All Inclusive,-4.05052,39.667169,4,4,4,5,3,4,3,3,3,1,1,1,26.958333333333332,2,4.0,0,True,False,False,False,False,False,False
Cuzco,Peru,Belmond Palacio Nazarenas,-13.51695415,-71.97927120704406,5,4,5,1,3,4,3,3,3,1,1,1,12.883333333333333,1,5.0,0,False,False,False,False,False,False,True
Nara,Japan,Nara Ugaya Guesthouse,34.2963089,135.8816819,5,2,4,1,2,4,3,3,4,0,1,0,17.0,2,1.0,0,False,True,False,False,False,False,False
Buenos Aires,Argentina,Facon Grande,-34.6083696,-58.4440583,5,3,2,2,5,5,3,5,2,1,0,1,18.566666666666666,2,3.0,0,False,False,False,False,False,False,True
Vienna,Austria,MAXX by Steigenberger Hotel Vienna,48.2083537,16.3725042,5,2,3,1,4,5,4,5,2,1,1,1,12.708333333333334,2,4.0,0,False,False,True,False,False,False,False
Baku,Azerbaijan,Hilton Baku,40.3755885,49.8328009,4,3,3,2,4,4,3,4,2,1,1,1,15.991666666666667,2,5.0,0,False,True,False,False,False,False,False
Minsk,Belarus,Happy Hostel,53.9024716,27.5618225,3,2,3,1,3,3,2,3,3,1,1,0,11.544444444444444,1,1.0,0,False,False,True,False,False,False,False
Santa Cruz,Bolivia,Hotel K Misional,-17.333333,-61.5,3,4,4,2,3,3,3,3,3,1,1,1,27.325,1,4.0,0,False,False,False,False,False,False,True
Salvador da Bahia,Brazil,Hotel Pousada Rancho Fundo,-13.2432762,-43.3742847,5,3,4,4,4,5,3,3,2,0,1,1,27.15833333333333,2,3.0,0,False,False,False,False,False,False,True
Bath,United Kingdom,Abbey Hotel Bw Signature Collection By Best Western,51.3813864,-2.3596963,5,2,3,1,3,4,5,3,3,0,1,0,11.283333333333333,2,4.0,0,False,False,True,False,False,False,False
Hallstatt,Austria,Gasthof Bergfried,47.5621698,13.6486697,4,3,5,2,2,3,3,2,4,0,0,0,10.290909090909091,2,3.0,1,False,False,True,False,False,False,False
Nicosia,Cyprus,Castelli Hotel,35.1746503,33.3638783,4,3,3,2,3,4,3,4,2,1,1,1,20.316666666666666,2,3.0,0,False,False,True,False,False,False,False
Carcassonne,France,Hotel Astoria,43.2130358,2.3491069,5,2,3,1,2,4,3,3,4,1,1,0,14.908333333333333,2,2.0,0,False,False,True,False,False,False,False
Lagos,Portugal,Via Donana Apartments,37.1027964,-8.6728689,3,4,4,5,4,4,3,3,3,0,1,1,18.241666666666667,2,3.0,0,False,False,True,False,False,False,False
Alexandria,Egypt,Romance Alexandria Cornich,31.1991806,29.8951716,4,2,3,3,3,4,2,4,2,1,1,1,21.849999999999998,1,4.0,0,True,False,False,False,False,False,False
Tallinn,Estonia,Metropol Hotel,59.4372155,24.7453688,4,2,3,2,3,4,3,4,3,1,1,1,10.033333333333333,2,3.0,0,False,False,True,False,False,False,False
Paris,France,Novotel Marne la Vallée Noisy le Grand,48.8588897,2.3200410217200766,5,2,3,1,5,5,4,5,2,1,1,1,13.266666666666666,3,4.0,0,False,False,True,False,False,False,False
Puglia,Italy,Park Hotel Elizabeth,40.9842539,16.6210027,4,3,4,4,3,5,4,3,4,0,1,1,16.925,2,4.0,0,False,False,True,False,False,False,False
Queenstown,New Zealand,Blanket Bay,-45.0321923,168.661,3,5,5,2,4,4,4,3,3,0,1,1,10.174999999999999,3,5.0,0,False,False,False,False,False,True,False
Biarritz,France,Grand Tonic Hotel Biarritz,43.4832523,-1.5592776,3,4,4,5,3,4,4,3,3,0,1,1,15.049999999999999,2,4.0,0,False,False,True,False,False,False,False
Sintra,Portugal,Quinta do Rio Touro,38.79846,-9.3881,5,3,5,2,2,4,3,3,4,1,1,0,16.083333333333332,2,3.0,1,False,False,True,False,False,False,False
Hvar,Croatia,Guesthouse Tea,43.17389195,16.55652349457852,3,3,4,5,5,4,3,3,2,0,1,1,18.025000000000002,2,3.0,0,False,False,True,False,False,False,False
Rostock,Germany,Strandresort Markgrafenheide,54.0886707,12.1400211,4,3,3,4,3,3,3,3,3,0,1,0,9.758333333333333,2,3.0,0,False,False,True,False,False,False,False
Zakynthos,Greece,Bozonos Luxury Villa,37.78913845,20.790089567090195,3,3,4,5,4,4,3,2,3,1,1,1,19.433333333333334,2,5.0,0,False,False,True,False,False,False,False
Bandung,Indonesia,ibis Bandung Trans Studio,-6.9215529,107.6110212,4,3,4,2,3,4,3,3,3,1,1,0,22.55,1,3.0,0,False,True,False,False,False,False,False
Naples,Italy,Holiday Inn Naples,40.8358846,14.2487679,5,3,3,3,4,5,3,4,2,1,1,1,17.45,2,4.0,0,False,False,True,False,False,False,False
Sapporo,Japan,Dormy Inn Sapporo Annex,43.061936,141.3542924,4,3,4,2,3,4,3,4,3,1,1,1,13.955555555555556,2,3.0,0,False,True,False,False,False,False,False
Riga,Latvia,Rixwell Centra Hotel,56.9493977,24.1051846,4,3,3,2,4,4,3,4,3,1,1,1,11.02,2,4.0,0,False,False,True,False,False,False,False
Essaouira,Morocco,Le Medina Essaouira Hotel Thalassa sea & spa MGallery collection,31.5118281,-9.7620903,4,3,4,4,3,4,3,3,4,0,1,0,19.925,1,5.0,0,True,False,False,False,False,False,False
Pokhara,Nepal,Waterfront Resort,28.209538,83.991402,3,5,5,1,2,3,4,2,4,1,1,1,20.075,1,3.0,0,False,True,False,False,False,False,False
Eindhoven,Netherlands,Boutique Hotel Glow,51.4392648,5.478633,3,2,3,1,3,3,3,4,2,1,1,0,11.433333333333332,2,3.0,0,False,False,True,False,False,False,False
Lisbon,Portugal,VIP Executive Entrecampos Hotel & Conference,38.7077507,-9.1365919,5,3,3,3,4,5,3,4,2,1,1,1,17.55,2,4.0,0,False,False,True,False,False,False,False
Apia,Samoa,Sa Moana Resort,-13.8345235,-171.7630955,4,3,4,4,2,3,3,2,4,1,1,1,27.05,2,3.0,0,False,False,False,False,False,True,False
Durban,South Africa,The Benjamin,-29.861825,31.009909,3,4,4,5,3,4,3,3,2,1,1,1,20.791666666666668,2,3.0,0,True,False,False,False,False,False,False
Bled,Slovenia,Mulej Tourist Farm,46.3684202,14.1100595,3,4,5,2,2,3,3,2,4,0,1,0,7.822222222222223,2,4.0,0,False,False,True,False,False,False,False
Bilbao,Spain,NH Collection Villa de Bilbao,43.2630018,-2.9350039,5,3,3,2,4,4,3,4,2,1,1,1,15.483333333333334,2,4.0,0,False,False,True,False,False,False,False
Asturias,Spain,Hotel Sercotel Ciudad de Oviedo,43.3133868,-5.94192,4,4,5,4,3,4,3,2,4,0,1,1,13.65,2,4.0,0,False,False,True,False,False,False,False
Zermatt,Switzerland,Hotel Weisshorn,46.0212076,7.749254,3,5,5,1,2,4,4,2,4,1,1,1,8.399999999999999,3,3.0,1,False,False,True,False,False,False,False
Chiang Mai,Thailand,Chiangmai Inthanon Golf and Natural Resort,18.7882778,98.9858802,5,4,4,1,3,5,4,3,4,1,1,1,27.008333333333336,1,5.0,0,False,True,False,False,False,False,False
Kairouan,Tunisia,Hotel La Kasbah Kairouan,35.6710101,10.10062,5,2,2,1,2,3,2,3,3,0,1,0,21.599999999999998,1,5.0,0,True,False,False,False,False,False,False
Glasgow,United Kingdom,Lorne Hotel Glasgow,55.861155,-4.2501687,4,2,3,1,4,4,3,4,2,1,1,1,9.608333333333333,2,3.0,0,False,False,True,False,False,False,False
Ushuaia,Argentina,Los Pinos Ushuaia Apart Hotel,-54.807306,-68.3084133,3,5,5,2,2,3,3,2,4,1,1,1,6.216666666666668,2,3.0,0,False,False,False,False,False,False,True
Manama,Bahrain,Riviera Palace,26.2235041,50.5822436,4,3,2,3,4,4,3,4,2,0,1,0,28.208333333333332,2,4.0,0,False,False,False,True,False,False,False
La Paz,Bolivia,Ecolodge Copacabana,-16.4955455,-68.1336229,4,4,4,1,3,3,3,3,3,1,1,1,8.075000000000001,1,2.0,0,False,False,False,False,False,False,True
Montevideo,Uruguay,Hotel Alvear,-34.9058916,-56.1913095,4,3,3,3,3,4,3,4,3,1,1,1,17.066666666666666,2,3.0,0,False,False,False,False,False,False,True
Mendoza,Argentina,Vecchia Terra Apart Hotel,-34.78709305,-68.43818677312292,3,4,4,1,3,4,3,3,4,1,1,1,15.908333333333333,2,3.0,0,False,False,False,False,False,False,True
Innsbruck,Austria,Haus Bergfried,47.2654296,11.3927685,4,5,5,1,3,4,3,3,3,1,1,1,8.39090909090909,2,3.0,1,False,False,True,False,False,False,False
Brussels,Belgium,NH Brussels EU Berlaymont,50.8465573,4.351697,4,2,3,1,3,4,3,4,2,1,1,1,11.475000000000001,2,4.0,0,False,False,True,False,False,False,False
Tartu,Estonia,Barclay Hotel,58.3801207,26.72245,4,2,3,1,3,3,3,3,3,1,1,0,10.2,1,3.0,0,False,False,True,False,False,False,False
Harbin,China,Jinjiang Inn Harbin Changjiang Road,45.7593633,126.6276177,4,3,3,1,3,3,2,4,2,1,1,1,16.442857142857143,2,2.0,0,False,True,False,False,False,False,False
Prague,Czech Republic,Andant Apartments,50.0874654,14.4212535,5,2,3,1,4,4,3,5,2,1,1,1,10.691666666666668,2,2.0,0,False,False,True,False,False,False,False
Beijing,China,Grand View Garden,40.190632,116.412144,5,3,3,1,4,5,3,5,2,1,1,1,16.61,2,4.0,0,False,True,False,False,False,False,False
Lhasa,China,Huayu Paradise International Hotel,29.6542054,91.1173015,5,4,4,1,1,3,4,2,5,1,0,1,9.983333333333333,3,4.0,0,False,True,False,False,False,False,False
Aswan,Egypt,Sofitel Legend Old Cataract Aswan Hotel,24.091071,32.897306,5,3,4,2,2,4,3,2,4,1,1,1,27.575,1,5.0,0,True,False,False,False,False,False,False
Rijeka,Croatia,Hotel Bonavia Plava Laguna,45.3267976,14.442208,4,3,4,3,3,4,3,3,3,1,1,1,15.816666666666668,2,4.0,0,False,False,True,False,False,False,False
Cuenca,Ecuador,Posada Todos Santos,-2.8974072,-79.0041726,5,3,4,1,3,4,3,3,4,1,1,1,15.041666666666666,1,3.0,1,False,False,False,False,False,False,True
Giza,Egypt,Grand Pyramids Hotel,29.9870753,31.2118063,5,3,3,1,2,4,2,3,2,0,1,0,23.46666666666667,2,4.0,0,True,False,False,False,False,False,False
Venice,Italy,Hotel Continental,45.4371908,12.3345898,5,2,3,1,3,5,3,4,2,1,1,1,14.558333333333332,3,4.0,0,False,False,True,False,False,False,False
Rennes,France,B and B Hotel Rennes Sud Chantepie,48.1113387,-1.6800198,4,2,3,2,3,4,3,3,3,1,1,0,12.508333333333333,2,2.0,0,False,False,True,False,False,False,False
Papeete,French Polynesia,Tahiti Pearl Beach Resort,-17.5373835,-149.5659964,3,4,5,5,3,4,4,3,4,1,1,1,26.666666666666668,3,4.0,0,False,False,False,False,False,True,False
Lyon,France,Kyriad Prestige Lyon Est Saint Priest Eurexpo,45.7578137,4.8320114,5,2,3,1,4,5,3,4,2,1,1,1,13.683333333333332,2,4.0,0,False,False,True,False,False,False,False
Bora Bora,French Polynesia,Pension Alice Et Raphael Bora Bora,-16.504346650000002,-151.73668863927236,2,4,5,5,2,3,5,1,5,1,0,1,27.391666666666666,3,2.0,0,False,False,False,False,False,True,False
Osaka,Japan,Imperial Hotel Osaka,34.6937569,135.5014539,4,2,3,2,4,5,3,5,2,1,1,1,17.599999999999998,3,4.0,0,False,True,False,False,False,False,False
Hamburg,Germany,Ameron Hotel Speicherstadt,53.550341,10.000654,4,3,3,2,4,4,3,5,2,1,1,1,10.416666666666666,2,3.0,1,False,False,True,False,False,False,False
Vilnius,Lithuania,Holiday Inn Vilnius,54.6870458,25.2829111,4,2,3,2,3,3,3,3,3,1,1,0,11.255555555555555,1,4.0,0,False,False,True,False,False,False,False
San Cristobal,Venezuela,Lidotel Hotel Boutique San Cristobal,7.7756663,-72.2214154,3,3,4,1,3,3,3,3,4,1,1,0,26.7,1,4.0,0,False,False,False,False,False,False,True
Lübeck,Germany,Park Inn by Radisson Lübeck,53.866444,10.684738,4,2,3,2,3,4,3,3,3,0,1,0,10.058333333333334,2,4.0,0,False,False,True,False,False,False,False
Antigua,Guatemala,La Reunion Golf Resort and Residences,14.5567814,-90.7337346,5,3,4,1,3,4,3,3,4,0,1,0,19.908333333333335,1,5.0,0,False,False,False,False,True,False,False
Akureyri,Iceland,Gista,65.68390355,-18.11217559813441,3,4,5,2,2,3,3,3,4,1,1,0,5.911111111111111,3,3.0,0,False,False,True,False,False,False,False
Tanna Island,Vanuatu,Tanna Lodge,-19.48577845,169.33450144830016,4,4,5,4,1,3,3,1,5,0,1,1,25.583333333333332,2,4.0,0,False,False,False,False,False,True,False
Ho Chi Minh City,Vietnam,Sen Viet Hotel,10.7763897,106.7011391,4,3,2,2,4,5,3,5,2,1,1,1,28.45,1,3.0,0,False,True,False,False,False,False,False
York,United Kingdom,Hilton York,53.96565785,-1.0743052444639218,5,2,3,1,3,4,3,3,3,1,1,0,10.283333333333333,2,4.0,0,False,False,True,False,False,False,False
Matera,Italy,Hotel Cave del Sole,40.4476419,16.47357384028852,5,2,3,1,2,4,3,3,4,0,1,0,17.125,2,4.0,0,False,False,True,False,False,False,False
Hiroshima,Japan,Sunroute Hiroshima Hotel,34.3917241,132.4517589,5,2,3,2,3,4,3,3,3,1,1,1,17.108333333333334,2,3.0,0,False,True,False,False,False,False,False
Vientiane,Laos,Sengtawan Riverside Hotel,17.9640988,102.6133707,4,3,3,1,2,4,3,2,4,1,1,0,27.308333333333334,1,3.0,0,False,True,False,False,False,False,False
Edinburgh,United Kingdom,Britannia Edinburgh,55.9533456,-3.1883749,5,3,3,2,4,4,3,4,2,1,1,1,9.458333333333334,2,3.0,0,False,False,True,False,False,False,False
Lusaka,Zambia,Protea Hotel Lusaka,-15.4163395,28.2818414,3,3,4,1,2,3,2,3,3,1,1,1,23.983333333333334,1,3.0,0,True,False,False,False,False,False,False
Palawan,Philippines,Puerto Del Sol Resort & Dive Center,11.0798978,120.93734215474105,3,4,5,5,2,3,3,2,5,0,1,1,27.78333333333333,1,3.0,0,False,True,False,False,False,False,False
Bucharest,Romania,Hotel Cismigiu,44.4361414,26.1027202,4,2,3,1,4,4,3,4,2,1,1,1,13.075000000000001,1,4.0,0,False,False,True,False,False,False,False
Seychelles,Seychelles,Sea View Lodge,-4.6574977,55.4540146,2,3,5,5,2,4,4,2,5,0,0,1,27.650000000000002,3,3.0,0,True,False,False,False,False,False,False
Zurich,Switzerland,Stars & Stripes - Motel Steighof,47.3744489,8.5410422,4,3,4,1,3,4,4,5,2,1,1,1,10.666666666666666,3,3.0,1,False,False,True,False,False,False,False
Dubai,United Arab Emirates,Pearl Marina Hotel Apartment,25.07428235,55.18853865430702,4,4,2,4,5,4,5,5,2,1,1,1,29.400000000000002,3,3.0,0,False,False,False,True,False,False,False
Hanoi,Vietnam,Hilton Garden Inn Hanoi,21.0283334,105.854041,5,3,3,1,3,5,3,4,2,1,1,1,24.816666666666666,1,4.0,0,False,True,False,False,False,False,False
Cardiff,United Kingdom,Holiday Inn Cardiff City,51.4816546,-3.1791934,4,2,3,2,4,3,3,4,2,1,1,1,11.299999999999999,2,3.0,0,False,False,True,False,False,False,False
Keswick,United Kingdom,Cumbria House,54.6009812,-3.1375822,3,4,5,2,2,3,3,2,4,0,1,0,10.125,2,4.0,0,False,False,True,False,False,False,False
Bologna,Italy,Hotel Il Guercino,44.4938203,11.3426327,5,2,3,1,3,5,3,4,2,1,1,1,15.025,2,4.0,0,False,False,True,False,False,False,False
Isle of Skye,United Kingdom,Duisdale House Hotel,57.36300795,-6.302173669619252,3,4,5,3,1,3,3,1,5,0,1,1,9.833333333333334,2,4.0,0,False,False,True,False,False,False,False
Macau,China,Yinhua Hotel,22.1757605,113.5514142,4,3,2,2,5,4,3,5,2,0,1,1,23.641666666666666,2,3.0,0,False,True,False,False,False,False,False
Salento,Colombia,Casa Alto del Coronel,4.6373012,-75.569799,4,4,5,1,2,4,3,2,4,0,1,0,22.59166666666667,1,3.0,1,False,False,False,False,False,False,True
Quito,Ecuador,La Casa Sol Classic,-0.2201641,-78.5123274,5,4,4,2,3,4,3,3,3,1,1,1,13.975,1,3.0,0,False,False,False,False,False,False,True
Suva,Fiji,Studio 6 Apartments,-18.1415884,178.4421662,3,3,4,3,3,3,3,3,2,0,1,1,25.34166666666667,2,3.0,0,False,False,False,False,False,True,False
Toulouse,France,Castellane,43.6044622,1.4442469,4,3,3,2,4,4,3,4,2,1,1,1,14.691666666666668,2,2.0,0,False,False,True,False,False,False,False
Frankfurt,Germany,NH Collection Frankfurt City,50.1106444,8.6820917,4,2,3,1,4,4,3,5,2,1,1,1,12.216666666666667,2,4.0,0,False,False,True,False,False,False,False
Colmar,France,Ibis Styles Colmar Centre,48.0777517,7.3579641,4,2,3,1,2,4,3,2,4,1,1,0,12.275,2,3.0,0,False,False,True,False,False,False,False
Bratislava,Slovakia,Radisson Blu Carlton,48.1516988,17.1093063,4,3,3,1,3,3,3,3,3,1,1,0,12.008333333333333,2,4.0,0,False,False,True,False,False,False,False
Hong Kong,Hong Kong,Mini Hotel Causeway Bay,22.2793278,114.1628131,5,3,3,2,5,5,3,5,2,1,1,1,24.483333333333334,3,3.0,0,False,True,False,False,False,False,False
Plovdiv,Bulgaria,Park Hotel Plovdiv,42.1418541,24.7499297,4,3,3,1,3,4,3,3,3,1,1,0,14.133333333333333,1,4.0,0,False,False,True,False,False,False,False
Harare,Zimbabwe,Cresta Jameson,-17.8567035,31.0601584,3,3,4,1,2,3,2,3,3,1,1,1,19.491666666666667,1,3.0,0,True,False,False,False,False,False,False
Punta del Este,Uruguay,Jamaica,-34.9632342,-54.9439981,3,3,3,5,5,4,3,4,2,1,1,1,16.900000000000002,2,3.0,0,False,False,False,False,False,False,True
Vladivostok,Russia,Hotel Versailles,43.1150678,131.8855768,4,3,4,2,3,3,2,3,3,1,1,1,12.2875,2,3.0,0,False,True,False,False,False,False,False
Murmansk,Russia,Park Inn by Radisson Poliarnie Zori,68.970665,33.07497,3,3,4,1,2,2,2,3,4,1,1,1,8.883333333333333,2,4.0,0,False,True,False,False,False,False,False
Moscow,Russia,Business Tourist,55.625578,37.6063916,5,3,2,1,4,4,3,5,2,1,1,1,12.0,2,3.0,0,False,True,False,False,False,False,False
Abu Dhabi,United Arab Emirates,The Ritz Carlton Abu Dhabi Grand Canal,24.4538352,54.3774014,4,3,3,4,3,4,4,5,2,1,1,1,29.25,3,5.0,0,False,False,False,True,False,False,False
Casablanca,Morocco,Royal Mansour Casablanca,33.5945144,-7.6200284,4,3,2,3,4,4,3,4,2,1,1,1,19.341666666666665,1,5.0,0,True,False,False,False,False,False,False
Meknes,Morocco,Palace Meknes,33.8984131,-5.5321582,4,2,3,1,2,4,3,3,3,1,1,0,18.05,1,2.0,0,True,False,False,False,False,False,False
Rarotonga,Cook Islands,Aroko Bungalows,-21.2368312,-159.7774744,3,4,5,5,2,3,4,2,5,0,1,1,24.758333333333336,2,3.0,0,False,False,False,False,False,True,False
Moorea,French Polynesia,Hotel Hibiscus,-17.533306,-149.8386006,3,4,5,5,2,4,5,2,4,1,1,1,26.53333333333333,3,2.0,0,False,False,False,False,False,True,False
Salzburg,Austria,Garni Haus Sonnleitn,47.7981346,13.0464806,5,3,4,1,3,4,3,3,3,1,1,1,10.549999999999999,2,3.0,1,False,False,True,False,False,False,False
Turin,Italy,Villa Dilambda,45.0677551,7.6824892,5,2,3,1,3,4,3,4,2,1,1,1,13.133333333333333,2,3.0,1,False,False,True,False,False,False,False
Lugano,Switzerland,Villa Principe Leopoldo,46.0050102,8.9520281,3,3,5,2,3,4,4,3,4,1,1,1,13.299999999999999,3,5.0,0,False,False,True,False,False,False,False
Fortaleza,Brazil,Hotel E Pousada Cumbuco Guesthouse,-3.7304512,-38.5217989,3,4,3,5,4,4,3,3,2,1,1,1,27.675,2,3.0,1,False,False,False,False,False,False,True
Antofagasta,Chile,ibis Antofagasta,-23.6463741,-70.3980033,3,3,4,3,2,3,2,3,3,1,1,0,16.849999999999998,2,3.0,0,False,False,False,False,False,False,True
Bariloche,Argentina,Bahia Paraiso Luxury Suites Boutique Hotel,-41.1334781,-71.3101474,3,5,5,2,3,4,3,3,4,0,1,1,8.875,2,3.0,0,False,False,False,False,False,False,True
Kota Kinabalu,Malaysia,The Klagan Hotel,5.9780066,116.0728988,3,4,5,4,3,4,3,3,3,1,1,1,27.833333333333332,2,3.0,0,False,True,False,False,False,False,False
Antalya,Turkey,Royal Atlantis Beach,36.8865728,30.7030242,4,4,4,5,4,4,4,3,3,1,1,1,19.966666666666665,2,4.0,0,False,True,False,False,False,False,False
Sidi Bou Said,Tunisia,Dar Fatma,36.8710935,10.3490516,4,2,3,4,3,4,3,2,4,0,0,0,20.066666666666666,1,3.0,0,True,False,False,False,False,False,False
Tahiti,French Polynesia,Relais Maroto,-17.6873439,-149.4451681,3,4,5,5,2,4,5,2,5,0,0,1,26.53333333333333,3,2.0,0,False,False,False,False,False,True,False
Montego Bay,Jamaica,Royalton White Sands All Inclusive,18.4724603,-77.9217357,3,4,4,5,4,4,3,3,3,1,1,1,27.53333333333333,2,4.0,0,False,False,False,False,True,False,False
Acapulco,Mexico,Holiday Inn Acapulco La Isla,16.8680495,-99.8940182,3,4,3,4,4,4,3,3,2,1,1,1,28.25,2,3.0,0,False,False,False,False,True,False,False
Kuwait City,Kuwait,Hilton Kuwait Resort,29.3796532,47.9734174,3,2,2,3,3,4,3,4,2,0,1,1,27.666666666666668,3,5.0,0,False,False,False,True,False,False,False
Lautoka,Fiji,First Landing Beach Resort & Villas,-17.6043956,177.4530138,3,4,4,4,2,3,4,2,4,0,1,0,25.8,2,3.0,0,False,False,False,False,False,True,False
Nadi,Fiji,Hans Travel Inn,-17.7992725,177.4178549,3,4,5,5,3,3,4,2,4,0,1,1,25.8,2,3.0,0,False,False,False,False,False,True,False
Lausanne,Switzerland,Victoria,46.5218269,6.6327025,4,3,4,1,3,4,4,4,3,1,1,1,10.058333333333334,3,4.0,0,False,False,True,False,False,False,False
Vilamoura,Portugal,Marina Buzios by Garvetur,37.0759505,-8.1165401,3,3,4,5,4,4,4,3,3,0,1,0,18.466666666666665,2,3.0,1,False,False,True,False,False,False,False
Cologne,Germany,Gallery Loft Cologne,50.938361,6.959974,4,2,3,1,4,4,3,4,2,1,1,1,12.258333333333333,2,4.0,0,False,False,True,False,False,False,False
Pisa,Italy,Leonardo,43.4714722,10.6797912,4,2,3,2,3,4,3,3,2,1,1,0,15.266666666666667,2,3.0,0,False,False,True,False,False,False,False
Kandy,Sri Lanka,Amanda Hills,7.2931208,80.6350358,5,3,4,1,2,4,3,3,3,0,1,0,27.55,1,2.0,0,False,True,False,False,False,False,False
Lima,Peru,Meliá Lima,-12.0621065,-77.0365256,5,3,3,2,4,5,3,4,2,1,1,1,19.866666666666667,2,5.0,0,False,False,False,False,False,False,True
Santa Marta,Colombia,Palma Blanca del Mar Hotel,11.2320944,-74.1950916,4,4,5,4,3,4,3,3,4,1,1,1,29.358333333333334,1,3.0,0,False,False,False,False,False,False,True
Cali,Colombia,Boutique San Antonio,3.4519988,-76.5325259,4,3,3,2,5,4,3,3,2,1,1,1,23.875,1,3.0,0,False,False,False,False,False,False,True
Cancun,Mexico,Riu Palace Las Americas All Inclusive Adults Only,21.1527467,-86.8425761,3,4,3,5,5,4,4,3,2,1,1,1,26.558333333333334,2,4.0,0,False,False,False,False,True,False,False
Granada,Spain,Hotel Victoria Playa,37.1734995,-3.5995337,5,3,3,2,4,5,3,4,2,1,1,1,16.583333333333332,2,4.0,0,False,False,True,False,False,False,False
Linz,Austria,ARCOTEL Nike Linz,48.3059078,14.286198,4,2,3,1,3,3,3,4,2,1,1,0,11.083333333333334,2,4.0,0,False,False,True,False,False,False,False
Leipzig,Germany,pentahotel Leipzig,51.3406321,12.3747329,4,2,3,1,4,4,3,4,2,1,1,1,10.983333333333334,2,3.0,1,False,False,True,False,False,False,False
Hue,Vietnam,Valentine Hotel,16.4639321,107.5863388,5,3,3,2,2,4,3,3,4,1,1,1,26.0,1,3.0,0,False,True,False,False,False,False,False
Braga,Portugal,Al Braga,41.5510583,-8.4280045,4,2,3,2,3,4,3,3,3,1,1,0,15.0,2,1.0,0,False,False,True,False,False,False,False
Manaus,Brazil,Express Vieiralves,-3.1316333,-59.9825041,4,4,5,2,3,4,3,3,4,1,1,1,27.625,2,3.0,0,False,False,False,False,False,False,True
San Carlos de Bariloche,Argentina,Selina Bariloche,-41.1334781,-71.3101474,3,5,5,2,3,4,3,3,4,0,1,1,8.875,2,3.0,0,False,False,False,False,False,False,True
Machu Picchu,Peru,Terrazas del Inca Bed & Breakfast,-13.164422,-72.5450851,5,5,5,1,1,3,2,1,4,0,0,1,12.883333333333333,3,3.0,0,False,False,False,False,False,False,True
Antwerp,Belgium,Hotel 3 Paardekens,51.2211097,4.3997081,4,2,2,1,4,4,3,4,2,1,1,1,11.75,2,3.0,0,False,False,True,False,False,False,False
Nuremberg,Germany,Sheraton Carlton Nuernberg,49.453872,11.077298,4,2,3,1,3,4,3,4,2,0,1,0,10.583333333333334,2,5.0,0,False,False,True,False,False,False,False
Funchal,Portugal,Jardins d'Ajuda Suite,32.6496497,-16.9086783,4,3,5,3,3,4,4,3,4,1,1,1,20.125,2,4.0,0,False,False,True,False,False,False,False
Nuwara Eliya,Sri Lanka,Anilana Craigbank,7.012402,80.7571612,3,3,5,1,2,3,4,2,4,0,1,0,16.216666666666665,1,3.0,0,False,True,False,False,False,False,False
Naypyidaw,Myanmar,The Thingaha Nay Pyi Taw,19.7753289,96.1032552,2,2,3,1,1,2,2,2,4,0,1,0,26.575,1,4.0,0,False,True,False,False,False,False,False
Rosario,Argentina,Livin' Residence Rosario,-32.9593609,-60.6617024,4,3,3,2,4,4,3,4,2,1,1,1,18.258333333333333,2,3.0,0,False,False,False,False,False,False,True
Nazca,Peru,Casa Hacienda Nasca Oasis,-14.8277203,-74.9370624,4,3,3,1,2,3,2,2,4,1,0,0,20.133333333333333,1,4.0,0,False,False,False,False,False,False,True
Los Cabos,Mexico,Cumbre Del Tezal,21.166121,-100.936442,3,4,4,5,4,4,4,3,3,0,1,1,19.541666666666668,2,3.0,0,False,False,False,False,True,False,False
Lille,France,Sweetôme Aparthotel,50.6365654,3.0635282,4,2,2,1,3,4,3,4,2,1,1,0,11.766666666666666,2,2.0,0,False,False,True,False,False,False,False
Arica,Chile,Azapa Inn,-18.4785288,-70.3211394,3,4,4,4,3,3,3,2,4,1,1,0,19.316666666666666,1,3.0,0,False,False,False,False,False,False,True
Taupo,New Zealand,Huka Lodge,-38.6866197,176.0694773,3,5,5,2,3,3,4,2,4,1,1,1,12.433333333333332,2,5.0,0,False,False,False,False,False,True,False
Dunedin,New Zealand,Quality Cargills,-45.8740984,170.5035755,4,3,4,3,3,3,3,3,4,1,1,0,10.491666666666667,2,3.0,0,False,False,False,False,False,True,False
Aarhus,Denmark,First Hotel Atlantic,56.1496278,10.2134046,4,2,3,3,3,4,3,4,3,1,1,0,9.866666666666667,2,3.0,0,False,False,True,False,False,False,False
